ElectionYear,Position,Name,Votes,Vot,Party,ACname,ACNo,Voteper
2005-Feb,9,Alok Kumar,3796,3.20%,Bahujan Samaj Party,Raghopur,128,3.20
2005-Feb,10,Semidur Rahman,3006,2.50%,Independent,Raghopur,128,2.50
2005-Feb,11,Satya Narayan Yadav,1693,1.40%,Independent,Raghopur,128,1.40
2005-Feb,12,Kapildeo Rai,1655,1.40%,Samata Party,Raghopur,128,1.40
2005-Feb,13,Umar Farooque,1627,1.40%,Independent,Raghopur,128,1.40
2005-Feb,14,Dinanath Yadav,1440,1.20%,Independent,Raghopur,128,1.20
2005-Feb,15,Sadique,1192,1.00%,Independent,Raghopur,128,1.00
2005-Feb,1,Laxmi Narayan Mehta,63654,48.50%,Bharatiya Janta Party,Mahnar,129,48.50
2005-Feb,2,Zakir Hussain Khan,56384,42.90%,Rashtriya Janata Dal,Mahnar,129,42.90
2005-Feb,3,Shambhu Nath Mishra,4054,3.10%,Indian National Congress,Mahnar,129,3.10
2005-Feb,4,Surendra Mandal,2126,1.60%,Independent,Mahnar,129,1.60
2005-Feb,5,Ishteyaque Alam,1327,1.00%,Independent,Mahnar,129,1.00
2005-Feb,6,Subhash Prasad Sah,1257,1.00%,Bahujan Samaj Party,Mahnar,129,1.00
2005-Feb,7,Satya Narayan Writer,1047,0.80%,Independent,Mahnar,129,0.80
2005-Feb,8,Raja Raman Bhaskar,943,0.70%,Samajwadi Party,Mahnar,129,0.70
2005-Feb,9,Kapil Deo Sada,544,0.40%,Independent,Mahnar,129,0.40
2005-Feb,1,Pradeep Kumar Singh,32580,28.60%,Bharatiya Janta Party,Patepur (SC),130,28.60
2005-Feb,2,Moidur Rahman,31937,28.00%,Indian National Congress,Patepur (SC),130,28.00
2005-Feb,3,Vijay Kumar Mandal,26276,23.00%,Rashtriya Janata Dal,Patepur (SC),130,23.00
2005-Feb,4,Wajhul Quamar,10402,9.10%,Independent,Patepur (SC),130,9.10
2005-Feb,5,Dinanath Bhagat,2395,2.10%,Independent,Patepur (SC),130,2.10
2005-Feb,6,Devi Lal Mahto,2389,2.10%,Bahujan Samaj Party,Patepur (SC),130,2.10
2005-Feb,7,Sakir,1695,1.50%,Independent,Patepur (SC),130,1.50
2005-Feb,8,Jayanta Kumar Gupta,1688,1.50%,Independent,Patepur (SC),130,1.50
2005-Feb,9,Srideo Jha,1545,1.40%,Independent,Patepur (SC),130,1.40
2005-Feb,10,Jagdish Prasad Jaiswal,1259,1.10%,Samajwadi Party,Patepur (SC),130,1.10
2005-Feb,11,Suryanand Singh,1143,1.00%,Rashtravadi Janata Party,Patepur (SC),130,1.00
2005-Feb,12,Samuna Khatoon,820,0.70%,Independent,Patepur (SC),130,0.70
2005-Feb,1,Murlidhar Mandal,32887,23.90%,Independent,Kalyanpur (SC),16,23.90
2005-Feb,2,Aftab Azim,24710,18.00%,Lok Jan Shakti Party,Kalyanpur (SC),16,18.00
2005-Feb,3,Hasnain Mirza,20405,14.80%,Independent,Kalyanpur (SC),16,14.80
2005-Feb,4,Anandi Prasad Yadav,14638,10.60%,Bharatiya Janta Party,Kalyanpur (SC),16,10.60
2005-Feb,5,Md. Murshid Alam,10095,7.30%,Independent,Kalyanpur (SC),16,7.30
2005-Feb,6,Vijay Kumar Yadav,7698,5.60%,Indian National Congress,Kalyanpur (SC),16,5.60
2005-Feb,7,Md. Haider Yasin,7092,5.20%,Rashtriya Janata Dal,Kalyanpur (SC),16,5.20
2005-Feb,8,Ranjeet Yadav,7078,5.10%,Independent,Kalyanpur (SC),16,5.10
2005-Feb,9,Khushi Lal Sah,2331,1.70%,Independent,Kalyanpur (SC),16,1.70
2005-Feb,10,Khoshi Devi,2018,1.50%,Independent,Kalyanpur (SC),16,1.50
2005-Feb,11,Deva Nand Mandal,1972,1.40%,Independent,Kalyanpur (SC),16,1.40
2005-Feb,12,Jamil Akhtar,1854,1.40%,Nationalist Congress Party,Kalyanpur (SC),16,1.40
2005-Feb,13,Shri Balak Das Rishi,1624,1.20%,Independent,Kalyanpur (SC),16,1.20
2005-Feb,14,Dilip Kumar Yadav,1271,0.90%,Independent,Kalyanpur (SC),16,0.90
2005-Feb,15,Mangal Kumar Ram,1095,0.80%,Bahujan Samaj Party,Kalyanpur (SC),16,0.80
2005-Feb,16,Md. Ismail Azad,908,0.70%,Independent,Kalyanpur (SC),16,0.70
2005-Feb,1,Manzar Alam,51804,47.70%,Janata Dal (United),Warisnagar,132,47.70
2005-Feb,2,Sarfraz Alam,27220,25.10%,Rashtriya Janata Dal,Warisnagar,132,25.10
2005-Feb,3,Nasimur Rahman,22359,20.60%,Lok Jan Shakti Party,Warisnagar,132,20.60
2005-Feb,4,Bhuma Nand Risi,3749,3.50%,Independent,Warisnagar,132,3.50
2005-Feb,5,Movinul Haque,3472,3.20%,Awami Party,Warisnagar,132,3.20
2005-Feb,1,Md. Toushif Alam,43524,41.30%,Independent,Samastipur,133,41.30
2005-Feb,2,Jahidur Rahman,15456,14.70%,Indian National Congress,Samastipur,133,14.70
2005-Feb,3,Awadhbihari Singh,13562,12.90%,Independent,Samastipur,133,12.90
2005-Feb,4,Md.Siddique Alam,4430,4.20%,Samajwadi Party,Samastipur,133,4.20
2005-Feb,5,Harimohan Singh,4351,4.10%,Independent,Samastipur,133,4.10
2005-Feb,6,Mahfuz Alam,4225,4.00%,Muslim League Kerala State Committee,Samastipur,133,4.00
2005-Feb,7,Hari Lal Ram,4150,3.90%,Independent,Samastipur,133,3.90
2005-Feb,8,Indra Mohan Roy,3781,3.60%,Bahujan Samaj Party,Samastipur,133,3.60
2005-Feb,9,Firoz Anjum,2614,2.50%,Janata Dal (United),Samastipur,133,2.50
2005-Feb,10,Anweer Pd.Ganesh,2096,2.00%,Independent,Samastipur,133,2.00
2005-Feb,11,Afaque Alam,2081,2.00%,Janata Dal (Secular),Samastipur,133,2.00
2005-Feb,12,Md. Mashawar Alam,2016,1.90%,Nationalist Congress Party,Samastipur,133,1.90
2005-Feb,13,Shrikant Pandey,1797,1.70%,Independent,Samastipur,133,1.70
2005-Feb,14,Shyam Nr. Singh,1359,1.30%,Independent,Samastipur,133,1.30
2005-Feb,1,Md. Jawaid,27560,21.00%,Indian National Congress,Ujiarpur,134,21.00
2005-Feb,2,Tarachandra Dhanuka,27381,20.90%,Samajwadi Party,Ujiarpur,134,20.90
2005-Feb,3,Noushad Alam,26133,19.90%,Nationalist Congress Party,Ujiarpur,134,19.90
2005-Feb,4,Sikandar Singh,15634,11.90%,Independent,Ujiarpur,134,11.90
2005-Feb,5,Deoki Prasad Agrawal,12134,9.30%,Bharatiya Janta Party,Ujiarpur,134,9.30
2005-Feb,6,Tasiruddin,11004,8.40%,Independent,Ujiarpur,134,8.40
2005-Feb,7,Krishna Singh,6487,5.00%,Bahujan Samaj Party,Ujiarpur,134,5.00
2005-Feb,8,Aamir Taiyab Ahmad,1774,1.40%,Loktantrik Samajwadi Party,Ujiarpur,134,1.40
2005-Feb,9,Shyam Sunder Thakur,1563,1.20%,Independent,Ujiarpur,134,1.20
2005-Feb,10,Chitranjan Singh,1457,1.10%,Independent,Ujiarpur,134,1.10
2005-Feb,1,Akhtarul Iman,35220,28.70%,Rashtriya Janata Dal,Morwa,135,28.70
2005-Feb,2,Sanjeev Kumar Yadav,33216,27.00%,Bharatiya Janta Party,Morwa,135,27.00
2005-Feb,3,Md. Mushtaque Munna,19241,15.70%,Janata Dal (Secular),Morwa,135,15.70
2005-Feb,4,Md. Izhar Asfi,9194,7.50%,Independent,Morwa,135,7.50
2005-Feb,5,Isril,7267,5.90%,Samajwadi Party,Morwa,135,5.90
2005-Feb,6,Md. Kalimuddin,4384,3.60%,Lok Jan Shakti Party,Morwa,135,3.60
2005-Feb,7,Masroor Alam,2846,2.30%,Independent,Morwa,135,2.30
2005-Feb,8,Noushad Haidar,2220,1.80%,Navbharat Nirman Party,Morwa,135,1.80
2005-Feb,9,Madhav Pd. Modi,2007,1.60%,Bahujan Samaj Party,Morwa,135,1.60
2005-Feb,10,Indradev Paswan,1608,1.30%,Independent,Morwa,135,1.30
2005-Feb,11,Kamrujjma,1533,1.30%,Independent,Morwa,135,1.30
2005-Feb,12,Abul Kalam,1319,1.10%,Independent,Morwa,135,1.10
2005-Feb,13,Praveen Kumar Paswan,1167,1.00%,Independent,Morwa,135,1.00
2005-Feb,14,Gowardhan Prasad Yadav,901,0.70%,Independent,Morwa,135,0.70
2005-Feb,15,Noorul Alam,826,0.70%,Independent,Morwa,135,0.70
2005-Feb,1,Abdul Jalil Mastan,48009,41.50%,Indian National Congress,Sarairanjan,136,41.50
2005-Feb,2,Saba Zafar,25373,21.90%,Independent,Sarairanjan,136,21.90
2005-Feb,3,Akhilesh Kr. Das,13240,11.40%,Samajwadi Party,Sarairanjan,136,11.40
2005-Feb,4,Naushad Alam,10995,9.50%,Bharatiya Janta Party,Sarairanjan,136,9.50
2005-Feb,5,Sikandark Alam Alias Dara,5552,4.80%,Nationalist Congress Party,Sarairanjan,136,4.80
2005-Feb,6,Jabed Akbal,3077,2.70%,Independent,Sarairanjan,136,2.70
2005-Feb,7,Afaque Alam,2520,2.20%,Bahujan Samaj Party,Sarairanjan,136,2.20
2005-Feb,8,Saukat,2147,1.90%,Independent,Sarairanjan,136,1.90
2005-Feb,9,Nilmani Singh,2141,1.90%,Independent,Sarairanjan,136,1.90
2005-Feb,10,Md.Rahwar Alam,1346,1.20%,Indian Justice Party,Sarairanjan,136,1.20
2005-Feb,11,Mazharul Bari,866,0.80%,Apna Dal,Sarairanjan,136,0.80
2005-Feb,12,Abdul Rajak,521,0.50%,Independent,Sarairanjan,136,0.50
2005-Feb,1,Abdus Subhan,26913,28.00%,Rashtriya Janata Dal,Mohiuddinnagar,137,28.00
2005-Feb,2,Syed Ruknudin,22968,23.90%,Independent,Mohiuddinnagar,137,23.90
2005-Feb,3,Nand Kishore Pandey,16817,17.50%,Bharatiya Janta Party,Mohiuddinnagar,137,17.50
2005-Feb,4,Israil Azad,11067,11.50%,Independent,Mohiuddinnagar,137,11.50
2005-Feb,5,Shamim Akhtar,9986,10.40%,Lok Jan Shakti Party,Mohiuddinnagar,137,10.40
2005-Feb,6,Alimuddin Ansari,2318,2.40%,Samajwadi Party,Mohiuddinnagar,137,2.40
2005-Feb,7,Nageshwar Bishwas,1839,1.90%,Independent,Mohiuddinnagar,137,1.90
2005-Feb,8,Md. Kalimuddin,1513,1.60%,Independent,Mohiuddinnagar,137,1.60
2005-Feb,9,Md. Riyazu Uddin,972,1.00%,Independent,Mohiuddinnagar,137,1.00
2005-Feb,10,Dukhan Roy,940,1.00%,Independent,Mohiuddinnagar,137,1.00
2005-Feb,11,Jamilur Rahman,853,0.90%,Jharkhand Disom Party,Mohiuddinnagar,137,0.90
2005-Feb,1,Md. Afaque Alam,33749,26.90%,Samajwadi Party,Bibhutipur,138,26.90
2005-Feb,2,Pradip Kumar Das,29721,23.70%,Bharatiya Janta Party,Bibhutipur,138,23.70
2005-Feb,3,Santosh Kumar,16428,13.10%,Lok Jan Shakti Party,Bibhutipur,138,13.10
2005-Feb,4,Sayed Gulam Hussain,7392,5.90%,Nationalist Congress Party,Bibhutipur,138,5.90
2005-Feb,5,Subodh Yadav,4776,3.80%,Independent,Bibhutipur,138,3.80
2005-Feb,6,Mukhtar Alam,4592,3.70%,Bahujan Samaj Party,Bibhutipur,138,3.70
2005-Feb,7,Bambam Sah,3969,3.20%,Shiv Sena,Bibhutipur,138,3.20
2005-Feb,8,Sakaldeo Rishi,3396,2.70%,Independent,Bibhutipur,138,2.70
2005-Feb,9,Jai Krishna Mehta,3023,2.40%,Rashtriya Janata Dal,Bibhutipur,138,2.40
2005-Feb,10,Ashok Kumar Mehta,2837,2.30%,Independent,Bibhutipur,138,2.30
2005-Feb,11,Vidhyanand Mehta,2092,1.70%,Samata Party,Bibhutipur,138,1.70
2005-Feb,12,Ashok Kumar Sah,1635,1.30%,Jharkhand Mukti Morcha,Bibhutipur,138,1.30
2005-Feb,13,Navin Ku. Mahto,1529,1.20%,"Kamjor Varg Sangh,bihar",Bibhutipur,138,1.20
2005-Feb,14,Sadanand Prasad Suman,1482,1.20%,Proutist Sarva Samaj Party,Bibhutipur,138,1.20
2005-Feb,15,Jai Prakash Uraon,1446,1.20%,Independent,Bibhutipur,138,1.20
2005-Feb,16,Md. Zuber Alam,1392,1.10%,Independent,Bibhutipur,138,1.10
2005-Feb,17,Mojib,1200,1.00%,Jharkhand Disom Party,Bibhutipur,138,1.00
2005-Feb,18,Shambhu Nath Mahto,1110,0.90%,Independent,Bibhutipur,138,0.90
2005-Feb,19,Upendra Nath Sagar,1045,0.80%,Rashtriya Lok Dal,Bibhutipur,138,0.80
2005-Feb,20,Rajendra Mandal,949,0.80%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Bibhutipur,138,0.80
2005-Feb,21,Jambo Uraon,942,0.80%,Independent,Bibhutipur,138,0.80
2005-Feb,22,Nazrul Islam,800,0.60%,Apna Dal,Bibhutipur,138,0.60
2005-Feb,1,Raj Kishore Keshri,30006,26.00%,Bharatiya Janta Party,Rosera (SC),139,26.00
2005-Feb,2,Ram Charitra Yadav,28832,24.90%,Samajwadi Party,Rosera (SC),139,24.90
2005-Feb,3,Md. Habib,8703,7.50%,Apna Dal,Rosera (SC),139,7.50
2005-Feb,4,Neeraj Singh Alias Chhotu Singh,6375,5.50%,Rashtriya Janata Dal,Rosera (SC),139,5.50
2005-Feb,5,Pradip Sarkar,5740,5.00%,Communist Party Of India (MARXIST),Rosera (SC),139,5.00
2005-Feb,6,Krishna Kumar Mandal,4972,4.30%,Indian National Congress,Rosera (SC),139,4.30
2005-Feb,7,Afroz Alam,4946,4.30%,Independent,Rosera (SC),139,4.30
2005-Feb,8,Jitendra Uraon,4459,3.90%,Jharkhand Mukti Morcha,Rosera (SC),139,3.90
2005-Feb,9,Tej Narayan Ram,3003,2.60%,Bahujan Samaj Party,Rosera (SC),139,2.60
2005-Feb,10,Rakesh Kumar Singh,2704,2.30%,Shiv Sena,Rosera (SC),139,2.30
2005-Feb,11,Israr Alam,2032,1.80%,Independent,Rosera (SC),139,1.80
2005-Feb,12,Najmul Hoda,1854,1.60%,Independent,Rosera (SC),139,1.60
2005-Feb,13,Sadanand Mehta,1319,1.10%,Samata Party,Rosera (SC),139,1.10
2005-Feb,14,Mohammad Aslam Aazad,1284,1.10%,Independent,Rosera (SC),139,1.10
2005-Feb,15,Vinay Kumar Panday,1140,1.00%,Rashtravadi Janata Party,Rosera (SC),139,1.00
2005-Feb,16,Sanjib Kumar Sharma,1108,1.00%,Independent,Rosera (SC),139,1.00
2005-Feb,17,Dharmendra Oraon,915,0.80%,Jharkhand Disom Party,Rosera (SC),139,0.80
2005-Feb,18,Daya Rani Devi,914,0.80%,Independent,Rosera (SC),139,0.80
2005-Feb,19,Jayanti Devi,791,0.70%,Independent,Rosera (SC),139,0.70
2005-Feb,20,Madhabi Sarkar,726,0.60%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Rosera (SC),139,0.60
2005-Feb,21,Manoj Kumar Paswan,698,0.60%,Independent,Rosera (SC),139,0.60
2005-Feb,22,Shyam Lal Paswan,671,0.60%,Independent,Rosera (SC),139,0.60
2005-Feb,23,Md. Aashique Rahmani,669,0.60%,Independent,Rosera (SC),139,0.60
2005-Feb,24,Phani Lal Yadav,640,0.60%,Independent,Rosera (SC),139,0.60
2005-Feb,25,Manowar Imam,638,0.60%,Independent,Rosera (SC),139,0.60
2005-Feb,26,Manju Devi,444,0.40%,Independent,Rosera (SC),139,0.40
2005-Feb,1,Sunita Devi,52930,49.10%,Indian National Congress,Hasanpur,140,49.10
2005-Feb,2,Mahesh Paswan,27485,25.50%,Bharatiya Janta Party,Hasanpur,140,25.50
2005-Feb,3,Sitaram Das,8431,7.80%,Rashtriya Janata Dal,Hasanpur,140,7.80
2005-Feb,4,Manoj Kumar,3744,3.50%,Jharkhand Mukti Morcha,Hasanpur,140,3.50
2005-Feb,5,Sanjay Rishi,2922,2.70%,Bahujan Samaj Party,Hasanpur,140,2.70
2005-Feb,6,Raghunandan Rishi,2624,2.40%,Independent,Hasanpur,140,2.40
2005-Feb,7,Wakil Das,2391,2.20%,Jharkhand Disom Party,Hasanpur,140,2.20
2005-Feb,8,Aitwari Ravidas,1836,1.70%,Samata Party,Hasanpur,140,1.70
2005-Feb,9,Gaya Prasad Singh,1143,1.10%,Independent,Hasanpur,140,1.10
2005-Feb,10,Mithilesh Das,1023,1.00%,Independent,Hasanpur,140,1.00
2005-Feb,11,Suresh Ram,885,0.80%,Apna Dal,Hasanpur,140,0.80
2005-Feb,12,Prem Kishore Paswan,816,0.80%,Independent,Hasanpur,140,0.80
2005-Feb,13,Ganesh Das,758,0.70%,Indian Union Muslim League,Hasanpur,140,0.70
2005-Feb,14,Chandra Mohan Paswan,715,0.70%,Independent,Hasanpur,140,0.70
2005-Feb,1,Muhammad Sakur,18542,17.90%,Nationalist Congress Party,Cheria Bariarpur,141,17.90
2005-Feb,2,Vibhash Chand Choudhary,18070,17.50%,Bharatiya Janta Party,Cheria Bariarpur,141,17.50
2005-Feb,3,Mansoor Alam,17311,16.70%,Rashtriya Janata Dal,Cheria Bariarpur,141,16.70
2005-Feb,4,Sayogita Singh,13887,13.40%,Lok Jan Shakti Party,Cheria Bariarpur,141,13.40
2005-Feb,5,Dina Yadev,5507,5.30%,Samajwadi Party,Cheria Bariarpur,141,5.30
2005-Feb,6,Shiv Pujan Paswan,4008,3.90%,Independent,Cheria Bariarpur,141,3.90
2005-Feb,7,Kalyan Mitra,2813,2.70%,Independent,Cheria Bariarpur,141,2.70
2005-Feb,8,Abdul Hamid,2555,2.50%,Bahujan Samaj Party,Cheria Bariarpur,141,2.50
2005-Feb,9,Vimal Kumar Mandal,2259,2.20%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Cheria Bariarpur,141,2.20
2005-Feb,10,Subodh Vyas,2214,2.10%,Independent,Cheria Bariarpur,141,2.10
2005-Feb,11,Sitara Parvin,1635,1.60%,Jharkhand Mukti Morcha,Cheria Bariarpur,141,1.60
2005-Feb,12,Chandra Shekhar Yadav,1526,1.50%,Independent,Cheria Bariarpur,141,1.50
2005-Feb,13,Pabhat Kumar,1335,1.30%,Samajwadi Janata Party (RASHTRIYA),Cheria Bariarpur,141,1.30
2005-Feb,14,Shambhu Mahaldar,1334,1.30%,Jharkhand Disom Party,Cheria Bariarpur,141,1.30
2005-Feb,15,Niraj Kumar Kashyap,1216,1.20%,Independent,Cheria Bariarpur,141,1.20
2005-Feb,16,Tanweer,1103,1.10%,Independent,Cheria Bariarpur,141,1.10
2005-Feb,17,Surya Narayan Singh,1035,1.00%,Federal Congress Of India,Cheria Bariarpur,141,1.00
2005-Feb,18,Kailash Poddar,973,0.90%,Independent,Cheria Bariarpur,141,0.90
2005-Feb,19,Premnath Jaiswal,939,0.90%,Samata Party,Cheria Bariarpur,141,0.90
2005-Feb,20,Prakash Gupta,768,0.70%,Shiv Sena,Cheria Bariarpur,141,0.70
2005-Feb,21,Arvind Kumar Singh,748,0.70%,Independent,Cheria Bariarpur,141,0.70
2005-Feb,22,Parshuram Paswan,732,0.70%,Independent,Cheria Bariarpur,141,0.70
2005-Feb,23,Sanjay Singh,596,0.60%,Independent,Cheria Bariarpur,141,0.60
2005-Feb,24,Samsad,562,0.50%,Independent,Cheria Bariarpur,141,0.50
2005-Feb,25,Mohammad Israil,516,0.50%,Apna Dal,Cheria Bariarpur,141,0.50
2005-Feb,26,Savirurahaman Khan,479,0.50%,Independent,Cheria Bariarpur,141,0.50
2005-Feb,27,Rajeshwar Choudhary,373,0.40%,Independent,Cheria Bariarpur,141,0.40
2005-Feb,28,Yamuna Prasad Yadav,359,0.40%,Independent,Cheria Bariarpur,141,0.40
2005-Feb,1,Ram Prakash Mahto,33064,26.70%,Rashtriya Janata Dal,Bachhwara,142,26.70
2005-Feb,2,Raj Banshi Singh,26333,21.30%,Bharatiya Janta Party,Bachhwara,142,21.30
2005-Feb,3,Bhai Shamsudin,18030,14.60%,Lok Jan Shakti Party,Bachhwara,142,14.60
2005-Feb,4,Himraj Singh,16493,13.30%,Independent,Bachhwara,142,13.30
2005-Feb,5,Bhubneshwar Purbey,3393,2.70%,Independent,Bachhwara,142,2.70
2005-Feb,6,Mahamad Salim,2670,2.20%,Jharkhand Disom Party,Bachhwara,142,2.20
2005-Feb,7,Zahoor Alam,2272,1.80%,Independent,Bachhwara,142,1.80
2005-Feb,8,Sri Satya Narayan Prasad,2098,1.70%,Nationalist Congress Party,Bachhwara,142,1.70
2005-Feb,9,Chandra Shekhar Jaiswal,1945,1.60%,Jharkhand Mukti Morcha,Bachhwara,142,1.60
2005-Feb,10,Sanjay Besra,1767,1.40%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Bachhwara,142,1.40
2005-Feb,11,Shankar Yadav,1567,1.30%,Bahujan Samaj Party,Bachhwara,142,1.30
2005-Feb,12,Jitendra Kumar Singh,1420,1.20%,Independent,Bachhwara,142,1.20
2005-Feb,13,Prithwi Chandra Yadav,1379,1.10%,Independent,Bachhwara,142,1.10
2005-Feb,14,Samrendra Kunal,1309,1.10%,Shiv Sena,Bachhwara,142,1.10
2005-Feb,15,Jayant Kumar Das,1253,1.00%,Independent,Bachhwara,142,1.00
2005-Feb,16,Ganesh Sharma,1213,1.00%,Independent,Bachhwara,142,1.00
2005-Feb,17,Preeti Jha,1106,0.90%,Independent,Bachhwara,142,0.90
2005-Feb,18,Braham Prakash,1076,0.90%,Independent,Bachhwara,142,0.90
2005-Feb,19,Ahamad Raja,834,0.70%,Independent,Bachhwara,142,0.70
2005-Feb,20,Ina Devi,719,0.60%,Independent,Bachhwara,142,0.60
2005-Feb,21,Satyanarayan Agawal,710,0.60%,Lok Sewa Dal,Bachhwara,142,0.60
2005-Feb,22,Pappu,649,0.50%,Apna Dal,Bachhwara,142,0.50
2005-Feb,23,Raj Kumar Choudhary,560,0.50%,Independent,Bachhwara,142,0.50
2005-Feb,23,Samsudin,560,0.50%,Independent,Bachhwara,142,0.50
2005-Feb,25,Manoj Parasar,458,0.40%,Independent,Bachhwara,142,0.40
2005-Feb,26,Santosh Kr. Yadav,434,0.40%,Independent,Bachhwara,142,0.40
2005-Feb,27,Shiv Shankar Paswan,410,0.30%,Independent,Bachhwara,142,0.30
2005-Feb,1,Abdul Zalil,35289,32.00%,Nationalist Congress Party,Teghra,143,32.00
2005-Feb,2,Bhola Roy (SONAILI),14523,13.20%,Bharatiya Janta Party,Teghra,143,13.20
2005-Feb,3,Shobha Devi (PAHLA GARAH),12729,11.60%,Independent,Teghra,143,11.60
2005-Feb,4,Dinesh Kr. Inshan,12086,11.00%,Independent,Teghra,143,11.00
2005-Feb,5,Zakir Hussain,6879,6.20%,Rashtriya Janata Dal,Teghra,143,6.20
2005-Feb,6,Anil Krishna Saha,4976,4.50%,Indian National Congress,Teghra,143,4.50
2005-Feb,7,Shambhu Kumar Mandal,3173,2.90%,Samajwadi Party,Teghra,143,2.90
2005-Feb,8,Sumanta Kumar Singh,2890,2.60%,Independent,Teghra,143,2.60
2005-Feb,9,Nirmal Babuna,2347,2.10%,Independent,Teghra,143,2.10
2005-Feb,10,Harinandan Choudhary,1539,1.40%,Independent,Teghra,143,1.40
2005-Feb,11,Madan Lal Ray,1146,1.00%,Jharkhand Disom Party,Teghra,143,1.00
2005-Feb,12,Iftekhar Ahamad,1085,1.00%,Independent,Teghra,143,1.00
2005-Feb,13,Purusottam Lal Shrma,1078,1.00%,Independent,Teghra,143,1.00
2005-Feb,14,Subhash Chanr Roy,981,0.90%,Independent,Teghra,143,0.90
2005-Feb,15,Nilam Sharma,886,0.80%,Independent,Teghra,143,0.80
2005-Feb,16,Saidul Rahman,785,0.70%,Independent,Teghra,143,0.70
2005-Feb,17,Akhilesh Kr. Bishwas,713,0.70%,Independent,Teghra,143,0.70
2005-Feb,18,Yogendra Prasad Rishi,700,0.60%,Independent,Teghra,143,0.60
2005-Feb,19,Magan Paswan,689,0.60%,Bahujan Samaj Party,Teghra,143,0.60
2005-Feb,20,Puran Rajak,653,0.60%,Independent,Teghra,143,0.60
2005-Feb,21,Bhola Roy (MINAPUR),648,0.60%,Independent,Teghra,143,0.60
2005-Feb,22,Allauddin,530,0.50%,Independent,Teghra,143,0.50
2005-Feb,23,Shobha Devi (KACHORA),522,0.50%,Independent,Teghra,143,0.50
2005-Feb,24,Sk. Salauddin,481,0.40%,Janata Dal (Secular),Teghra,143,0.40
2005-Feb,25,Sheela Bishwas,474,0.40%,Rashtriya Krantikari Samajwadi Party,Teghra,143,0.40
2005-Feb,26,Anku Shavaha,443,0.40%,Independent,Teghra,143,0.40
2005-Feb,27,Manora Begam,392,0.40%,Independent,Teghra,143,0.40
2005-Feb,28,Ram Lal Parihar,389,0.40%,Independent,Teghra,143,0.40
2005-Feb,29,Krishna Prasad Jamadar,368,0.30%,Apna Dal,Teghra,143,0.30
2005-Feb,30,Ranjeet Kumar,346,0.30%,Independent,Teghra,143,0.30
2005-Feb,31,Ranjeet Lal Roy,265,0.20%,Independent,Teghra,143,0.20
2005-Feb,32,Ranjan Shing,248,0.20%,Independent,Teghra,143,0.20
2005-Feb,1,Mahbub Alam,45451,37.30%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Matihani,144,37.30
2005-Feb,2,Dulal Chandra Goswami,24611,20.20%,Bharatiya Janta Party,Matihani,144,20.20
2005-Feb,3,Ahamad Asfaque Karim,11047,9.10%,Indian National Congress,Matihani,144,9.10
2005-Feb,4,Md. Imran Ali,7207,5.90%,Samajwadi Janata Party (RASHTRIYA),Matihani,144,5.90
2005-Feb,5,Zafeer Ahmad,5299,4.30%,Rashtriya Janata Dal,Matihani,144,4.30
2005-Feb,6,Bharat Lal Das,3662,3.00%,Shiv Sena,Matihani,144,3.00
2005-Feb,7,Ramni Yadav,3538,2.90%,Independent,Matihani,144,2.90
2005-Feb,8,Mukhatar Alam,3251,2.70%,Nationalist Congress Party,Matihani,144,2.70
2005-Feb,9,S.K.Samiruddin,3026,2.50%,Jharkhand Disom Party,Matihani,144,2.50
2005-Feb,10,Nav Kumar Das,2801,2.30%,Independent,Matihani,144,2.30
2005-Feb,11,Upendra Nath Das,2425,2.00%,Independent,Matihani,144,2.00
2005-Feb,12,Md. Siddique Alam,1946,1.60%,Samajwadi Party,Matihani,144,1.60
2005-Feb,13,Zahrul Islam,1193,1.00%,Bahujan Samaj Party,Matihani,144,1.00
2005-Feb,14,Md. Alam,1148,0.90%,Jharkhand Mukti Morcha,Matihani,144,0.90
2005-Feb,15,Hansraj Yadav,1041,0.90%,Independent,Matihani,144,0.90
2005-Feb,16,Subodh Chandra Ghosh,916,0.80%,Rashtriya Krantikari Samajwadi Party,Matihani,144,0.80
2005-Feb,17,Sheibu Marandi,864,0.70%,Independent,Matihani,144,0.70
2005-Feb,18,Jamil Akhatar,841,0.70%,Independent,Matihani,144,0.70
2005-Feb,19,Md. Namiruddin,735,0.60%,Independent,Matihani,144,0.60
2005-Feb,20,Shadik Alam,587,0.50%,Independent,Matihani,144,0.50
2005-Feb,21,Shahin Shirin Azad,396,0.30%,Independent,Matihani,144,0.30
2005-Feb,1,Mahendra Narayan Yadav,24993,23.10%,Rashtriya Janata Dal,Sahebpur Kamal,145,23.10
2005-Feb,2,Raj Kumar Mandal,13577,12.60%,Nationalist Congress Party,Sahebpur Kamal,145,12.60
2005-Feb,3,Binod Kumar Singh,13165,12.20%,Bharatiya Janta Party,Sahebpur Kamal,145,12.20
2005-Feb,4,Gulam Shahid,8432,7.80%,Indian National Congress,Sahebpur Kamal,145,7.80
