ElectionYear,Position,Name,Votes,Vot,Party,ACname,ACNo,Voteper
2015,8,Rajnarayan Gupta,772,0.50%,Aap Aur Hum Party,Chapra,118,0.50
2015,9,Kaushal Kishor Singh,659,0.40%,Independent,Chapra,118,0.40
2015,10,Lalan Prasad,621,0.40%,Independent,Chapra,118,0.40
2015,11,Ramjee Singh,572,0.40%,Independent,Chapra,118,0.40
2015,12,Ram Nath Rai,558,0.40%,Independent,Chapra,118,0.40
2015,13,Parmeshwar Kumar,504,0.30%,Independent,Chapra,118,0.30
2015,14,Manauar Hussain,379,0.20%,Bharatiya Momin Front,Chapra,118,0.20
2015,1,Muneshwar Chaudhary,89249,56.60%,Rashtriya Janata Dal,Garkha,119,56.60
2015,2,Gyanchand Manjhi,49366,31.30%,Bharatiya Janta Party,Garkha,119,31.30
2015,3,Sampat Ram Rahi,4723,3.00%,Independent,Garkha,119,3.00
2015,4,Shivji Das,2246,1.40%,Communist Party Of India,Garkha,119,1.40
2015,5,Raghunandan Manjhi,2224,1.40%,Independent,Garkha,119,1.40
2015,6,Ramji Chaudhary,1311,0.80%,Independent,Garkha,119,0.80
2015,7,Ajit Kumar Manjhi,940,0.60%,Independent,Garkha,119,0.60
2015,8,Dilip Kumar Ram,841,0.50%,Jan Adhikar Party (Loktantrik),Garkha,119,0.50
2015,9,Pramila Devi,707,0.50%,Independent,Garkha,119,0.50
2015,10,Surendra Kumar Das,638,0.40%,Bahujan Samaj Party,Garkha,119,0.40
2015,11,Lakshmi Narayan Manjhi,442,0.30%,Garib Janta Dal (Secular),Garkha,119,0.30
2015,1,Shatrudhan Tiwary,39134,29.90%,Bharatiya Janta Party,Amnour,120,29.90
2015,2,Krishan Kumar Mantoo,33883,25.90%,Janata Dal (United),Amnour,120,25.90
2015,3,Sunil Kumar,29226,22.30%,Independent,Amnour,120,22.30
2015,4,Ram Pukar Mehta,6694,5.10%,Independent,Amnour,120,5.10
2015,5,Birendra Kumar Yadav,4804,3.70%,Independent,Amnour,120,3.70
2015,6,Bir Kuar Singh,2221,1.70%,Independent,Amnour,120,1.70
2015,7,Poonam Rai,1993,1.50%,Bahujan Samaj Party,Amnour,120,1.50
2015,8,Nand Kumar Giri,1639,1.30%,Communist Party Of India,Amnour,120,1.30
2015,9,Priy Ranjan Yuvraj,1441,1.10%,Independent,Amnour,120,1.10
2015,10,Arvinda Kumar Singh,1016,0.80%,Public Mission Party,Amnour,120,0.80
2015,11,Priy Ranjan Singh,803,0.60%,Independent,Amnour,120,0.60
2015,12,Sonalal Gupta,650,0.50%,Bhartiya New Sanskar Krantikari Party,Amnour,120,0.50
2015,13,Chhote Lal Rai,638,0.50%,Independent,Amnour,120,0.50
2015,14,Dhanna Devi,506,0.40%,Garib Janta Dal (Secular),Amnour,120,0.40
2015,1,Chandrika Rai,77211,55.90%,Rashtriya Janata Dal,Parsa,121,55.90
2015,2,Chhotelal Rai,34876,25.30%,Lok Jan Shakti Party,Parsa,121,25.30
2015,3,Ritesh Kumar Roushan,5907,4.30%,Independent,Parsa,121,4.30
2015,4,Sandhya Ray,4533,3.30%,Independent,Parsa,121,3.30
2015,5,Shiv Kumar Prasad Rai,2371,1.70%,Bahujan Samaj Party,Parsa,121,1.70
2015,6,Manoj Kumar,1235,0.90%,Independent,Parsa,121,0.90
2015,7,Manish Kumar Dubey,1084,0.80%,Independent,Parsa,121,0.80
2015,8,Santosh Kumar Singh,1043,0.80%,Shiv Sena,Parsa,121,0.80
2015,9,Shiv Shankar Pd. Ray,934,0.70%,Communist Party Of India (MARXIST),Parsa,121,0.70
2015,10,Damayanti Kumari,898,0.70%,Independent,Parsa,121,0.70
2015,11,Amjad Javed,765,0.60%,Bharatiya Momin Front,Parsa,121,0.60
2015,12,Ajeet Kumar,457,0.30%,Jan Adhikar Party (Loktantrik),Parsa,121,0.30
2015,13,Ramaishwar Prasad Rai,392,0.30%,National Janta Party (Indian),Parsa,121,0.30
2015,14,Chandan Kumar Singh,357,0.30%,National Jagaran Party,Parsa,121,0.30
2015,1,Dr. Ramanuj Prasad,86082,54.90%,Rashtriya Janata Dal,Sonepur,122,54.90
2015,2,Vinay Kumar Singh,49686,31.70%,Bharatiya Janta Party,Sonepur,122,31.70
2015,3,Binod Kumar Singh,3606,2.30%,Independent,Sonepur,122,2.30
2015,4,Pradeep Kumar Sahni,3265,2.10%,Sarvajan Kalyan Loktantrik Party,Sonepur,122,2.10
2015,5,Sudhir Kumar Singh Alias Bhola Singh,2312,1.50%,Independent,Sonepur,122,1.50
2015,6,Ashok Singh,2172,1.40%,Independent,Sonepur,122,1.40
2015,7,Hem Narayan Singh,1394,0.90%,Shiv Sena,Sonepur,122,0.90
2015,8,Sukhnnandan Singh Rathor,1142,0.70%,Communist Party Of India,Sonepur,122,0.70
2015,9,Amod Kumar Singh,891,0.60%,Samras Samaj Party,Sonepur,122,0.60
2015,10,Rajkumar Hazra,712,0.50%,Independent,Sonepur,122,0.50
2015,11,Gonar Mahto,539,0.30%,Independent,Sonepur,122,0.30
2015,12,Sita Sarojani,443,0.30%,Samajwadi Party,Sonepur,122,0.30
2015,13,Kumar Samarjeet Singh,350,0.20%,Jawan Kisan Morcha,Sonepur,122,0.20
2015,1,Awadhesh Singh,86773,48.60%,Bharatiya Janta Party,Hajipur,123,48.60
2015,2,Jagannath Prasad Rai,74578,41.80%,Indian National Congress,Hajipur,123,41.80
2015,3,Santosh Kanan,3542,2.00%,Independent,Hajipur,123,2.00
2015,4,Bijay Kumar Singh,2596,1.50%,Independent,Hajipur,123,1.50
2015,5,Sunita Devi,2086,1.20%,Bahujan Samaj Party,Hajipur,123,1.20
2015,6,Vasudev Prasad,1125,0.60%,Independent,Hajipur,123,0.60
2015,7,Nishant Gandhi,959,0.50%,Gareeb Aadmi Party,Hajipur,123,0.50
2015,8,Birendra Kumar Ray,793,0.40%,Jan Adhikar Party (Loktantrik),Hajipur,123,0.40
2015,9,Bisheshwar Prasad Yadav,776,0.40%,Communist Party Of India (Marxist-Leninist) (Liberation),Hajipur,123,0.40
2015,10,Raj Kishor Ray,569,0.30%,Independent,Hajipur,123,0.30
2015,11,Ratenesh Kumar,494,0.30%,Independent,Hajipur,123,0.30
2015,12,Raj Kishore Prasad Rai,458,0.30%,Independent,Hajipur,123,0.30
2015,13,Ravindra Kumar,425,0.20%,Rashtriya Jankranti Party,Hajipur,123,0.20
2015,14,Jitendra Prasad Choudhary,403,0.20%,Sathi Aur Aapka Faisala Party,Hajipur,123,0.20
2015,15,Shantosh Kumar Singh,331,0.20%,Sarvajan Kalyan Loktantrik Party,Hajipur,123,0.20
2015,16,Prem Kumar Singh,320,0.20%,Independent,Hajipur,123,0.20
2015,1,Raj Kumar Sah,80842,45.90%,Lok Jan Shakti Party,Lalganj,124,45.90
2015,2,Vijay Kumar Shukla,60549,34.40%,Janata Dal (United),Lalganj,124,34.40
2015,3,Shailendra Kumar Kaushik,8236,4.70%,Independent,Lalganj,124,4.70
2015,4,Ram Pravesh Pandit,5264,3.00%,Independent,Lalganj,124,3.00
2015,5,Sanjeev Ranjan,3596,2.00%,Independent,Lalganj,124,2.00
2015,6,Sudhir Kumar Singh,2538,1.40%,Independent,Lalganj,124,1.40
2015,7,Indu Bhushan Singh,2382,1.40%,Communist Party Of India,Lalganj,124,1.40
2015,8,Rajeev Kumar Choudhary,1660,0.90%,Rashtravadi Janata Party,Lalganj,124,0.90
2015,9,Anil Kumar,1481,0.80%,Bahujan Mukti Party,Lalganj,124,0.80
2015,10,Manoj Kumar,1400,0.80%,Independent,Lalganj,124,0.80
2015,11,Mahendra Ram,1358,0.80%,Bahujan Samaj Party,Lalganj,124,0.80
2015,12,Chandan Kumar Kushwaha,1337,0.80%,Independent,Lalganj,124,0.80
2015,13,Suraj Kumar Singh,955,0.50%,Independent,Lalganj,124,0.50
2015,14,Umesh Das Akantak,912,0.50%,Sathi Aur Aapka Faisala Party,Lalganj,124,0.50
2015,15,Ramashankar Sahni,795,0.50%,Sarvajan Kalyan Loktantrik Party,Lalganj,124,0.50
2015,16,Bikiya Devi,782,0.40%,Garib Janshakti Party,Lalganj,124,0.40
2015,17,Kedarnath Prasad,480,0.30%,Samajwadi Party,Lalganj,124,0.30
2015,1,Raj Kishore Singh,79286,47.60%,Janata Dal (United),Vaishali,125,47.60
2015,2,Brishin Patel,48225,29.00%,Hindustani Awam Morcha (Secular),Vaishali,125,29.00
2015,3,Vinay Paswan,7975,4.80%,Independent,Vaishali,125,4.80
2015,4,Rajnarayan Kumar,4695,2.80%,Lok Dal,Vaishali,125,2.80
2015,5,Mahtab Ahmad Khan,4301,2.60%,Jan Adhikar Party (Loktantrik),Vaishali,125,2.60
2015,6,Muhamad Abas,2765,1.70%,Independent,Vaishali,125,1.70
2015,7,Amiya Bhushan,2009,1.20%,Independent,Vaishali,125,1.20
2015,8,Mahabir Prasad,1959,1.20%,Independent,Vaishali,125,1.20
2015,9,Kundan Singh,1735,1.00%,Aap Aur Hum Party,Vaishali,125,1.00
2015,10,Sigeshwar Bhagat,1663,1.00%,Socialist Unity Centre Of India (COMMUNIST),Vaishali,125,1.00
2015,11,Sudhir Ku Sharma,1556,0.90%,Gareeb Aadmi Party,Vaishali,125,0.90
2015,12,Raj Kumar Singh,1435,0.90%,Bajjikanchal Vikas Party,Vaishali,125,0.90
2015,13,Chandrashekhar Prasad Singh,1370,0.80%,Bharti Samudaya Party,Vaishali,125,0.80
2015,14,Manohar Ray,1200,0.70%,National Janta Party (Indian),Vaishali,125,0.70
2015,15,Ghanshyam Kumar Singh,1150,0.70%,Independent,Vaishali,125,0.70
2015,16,Pappu Kumar Sahu,899,0.50%,Garib Janta Dal (Secular),Vaishali,125,0.50
2015,1,Tej Pratap Yadav,66927,43.30%,Rashtriya Janata Dal,Makhdumpur,218,43.30
2015,2,Ravindra Ray,38772,25.10%,Hindustani Awam Morcha (Secular),Makhdumpur,218,25.10
2015,3,Binod Kumar,15578,10.10%,Independent,Makhdumpur,218,10.10
2015,4,Jageshwar Ray,3961,2.60%,Jan Adhikar Party (Loktantrik),Makhdumpur,218,2.60
2015,5,Rizwanul Azam,3189,2.10%,Janta Dal Rashtravadi,Makhdumpur,218,2.10
2015,6,Reyaz Ahmad,2624,1.70%,Social Democratic Party Of India,Makhdumpur,218,1.70
2015,7,Vishwanath Ray Viplavi,1898,1.20%,Communist Party Of India,Makhdumpur,218,1.20
2015,8,Ashoke Krantti,1814,1.20%,Bahujan Samaj Party,Makhdumpur,218,1.20
2015,9,Satyanarayan Sharma,1625,1.10%,Bhartiya Dalit Party,Makhdumpur,218,1.10
2015,10,Surjit Kumar,1580,1.00%,Independent,Makhdumpur,218,1.00
2015,11,Mohammad Alam,1399,0.90%,Aap Aur Hum Party,Makhdumpur,218,0.90
2015,12,Lalit Kumar Ghosh,1351,0.90%,Socialist Unity Centre Of India (COMMUNIST),Makhdumpur,218,0.90
2015,13,Manoj Kumar,1266,0.80%,Janta Raj Vikas Party,Makhdumpur,218,0.80
2015,14,Ratnesh Kumar Singh,1119,0.70%,Kisan Shakti Jantantrik Party,Makhdumpur,218,0.70
2015,15,Ratnesh Kumar,1110,0.70%,Bharatiya Momin Front,Makhdumpur,218,0.70
2015,16,Dr. Suman Sinha,919,0.60%,Gareeb Aadmi Party,Makhdumpur,218,0.60
2015,17,Amar Kant Sah,908,0.60%,Rashtriya Pragati Party,Makhdumpur,218,0.60
2015,18,Arbind Kumar Singh,809,0.50%,Independent,Makhdumpur,218,0.50
2015,19,Nilofar Malika,706,0.50%,National Janta Party (Indian),Makhdumpur,218,0.50
2015,20,Deenanath Sahni,661,0.40%,Sarvajan Kalyan Loktantrik Party,Makhdumpur,218,0.40
2015,21,Arun Kumar,656,0.40%,Independent,Makhdumpur,218,0.40
2015,22,Baidhyanath Prasad Ray,629,0.40%,Independent,Makhdumpur,218,0.40
2015,23,Mithilesh Kumar Singh,624,0.40%,Independent,Makhdumpur,218,0.40
2015,24,Panna Lal Sahni,574,0.40%,Independent,Makhdumpur,218,0.40
2015,25,Jaynarayan Sah,479,0.30%,Bajjikanchal Vikas Party,Makhdumpur,218,0.30
2015,26,Arvind Kumar Singh,450,0.30%,Independent,Makhdumpur,218,0.30
2015,27,Pramod Kumar,442,0.30%,Bahujan Mukti Party,Makhdumpur,218,0.30
2015,28,Uma Shankar Nirala,423,0.30%,Independent,Makhdumpur,218,0.30
2015,1,Shivchandra Ram,61251,45.50%,Rashtriya Janata Dal,Raja Pakar,127,45.50
2015,2,Ram Nath Raman,46096,34.20%,Lok Jan Shakti Party,Raja Pakar,127,34.20
2015,3,Pankaj Kumar,4508,3.30%,Independent,Raja Pakar,127,3.30
2015,4,Gaurishankar Paswan,4406,3.30%,Independent,Raja Pakar,127,3.30
2015,5,Ram Shankar Ram Alias Ram Shankar Bharati,2697,2.00%,Communist Party Of India (MARXIST),Raja Pakar,127,2.00
2015,6,Dasai Chaudhari,2394,1.80%,Independent,Raja Pakar,127,1.80
2015,7,Rajendra Ram,2312,1.70%,Independent,Raja Pakar,127,1.70
2015,8,Ramesh Das,1651,1.20%,Bahujan Samaj Party,Raja Pakar,127,1.20
2015,9,Amod Kumar Paswan,1288,1.00%,Samajwadi Party,Raja Pakar,127,1.00
2015,10,Gajendra Rajak,1278,1.00%,Independent,Raja Pakar,127,1.00
2015,11,Upendra Paswan,1133,0.80%,Aap Aur Hum Party,Raja Pakar,127,0.80
2015,12,Dr. Akal Ram,1113,0.80%,Independent,Raja Pakar,127,0.80
2015,13,Virendra Ram,737,0.60%,Independent,Raja Pakar,127,0.60
2015,14,Shatrughan Mahato,555,0.40%,Sarvajan Kalyan Loktantrik Party,Raja Pakar,127,0.40
2015,15,Manju Devi Alias Manju Das,555,0.40%,Hind Congress Party,Raja Pakar,127,0.40
2015,16,Ram Sewak Paswan,470,0.40%,Krantikari Samyavadi Party,Raja Pakar,127,0.40
2015,17,Chandshekhar Ram,410,0.30%,Rashtriya Garib Dal,Raja Pakar,127,0.30
2015,1,Tejashwi Prasad Yadav,91236,49.20%,Rashtriya Janata Dal,Raghopur,128,49.20
2015,2,Satish Kumar,68503,36.90%,Bharatiya Janta Party,Raghopur,128,36.90
2015,3,Rakesh Raushan,5220,2.80%,Samajwadi Party,Raghopur,128,2.80
2015,4,Rizwanul Azam,4800,2.60%,Janta Dal Rashtravadi,Raghopur,128,2.60
2015,5,Rambabu Bhagat,2538,1.40%,Communist Party Of India (Marxist-Leninist) (Liberation),Raghopur,128,1.40
2015,6,Arun Ray,2381,1.30%,Independent,Raghopur,128,1.30
2015,7,Om Prakash Singh,1373,0.70%,Independent,Raghopur,128,0.70
2015,8,Suresh Yadav,1213,0.70%,Bahujan Samaj Party,Raghopur,128,0.70
2015,9,Rajesh Raushan,992,0.50%,Aap Aur Hum Party,Raghopur,128,0.50
2015,10,Satish Kumar Singh,962,0.50%,Independent,Raghopur,128,0.50
2015,11,Kumar Sameer Raja Yadav,936,0.50%,Jan Adhikar Party (Loktantrik),Raghopur,128,0.50
2015,12,Ram Sawroop Ray,843,0.50%,National Janta Party (Indian),Raghopur,128,0.50
2015,13,Anil Singh,709,0.40%,Shiv Sena,Raghopur,128,0.40
2015,14,Umesh Mahto,642,0.40%,Sarvajan Kalyan Loktantrik Party,Raghopur,128,0.40
2015,15,Meghnath Paswan,641,0.40%,Independent,Raghopur,128,0.40
2015,16,Govind Pandit,400,0.20%,Praja Raj Party,Raghopur,128,0.20
2015,17,Akhilesh Kumar,378,0.20%,Gareeb Aadmi Party,Raghopur,128,0.20
2015,18,Param Hans Singh,343,0.20%,Akhil Bharat Hindu Mahasabha,Raghopur,128,0.20
2015,19,Durga Devi,330,0.20%,Krantikari Vikas Dal,Raghopur,128,0.20
2015,20,Yugeshwar Chaurasia,285,0.20%,Rashtriya Samanta Dal,Raghopur,128,0.20
2015,1,Umesh Singh Kushwaha,69825,47.10%,Janata Dal (United),Mahua,126,47.10
2015,2,Dr. Achuta Nand,43370,29.30%,Bharatiya Janta Party,Mahua,126,29.30
2015,3,Amod Kumar Ray,5425,3.70%,Jan Adhikar Party (Loktantrik),Mahua,126,3.70
2015,4,Rabindra Kumar Singh,2881,1.90%,Independent,Mahua,126,1.90
2015,5,Braj Nandan Kumar Singh,2777,1.90%,Bahujan Samaj Party,Mahua,126,1.90
2015,6,Ram Sagar Hajra,2733,1.80%,Rastriya Sadabahar Party,Mahua,126,1.80
2015,7,Sanjit Thakur,2601,1.80%,Lok Dal,Mahua,126,1.80
2015,8,Arjun Das,2307,1.60%,Independent,Mahua,126,1.60
2015,9,Annpurna Singh,1993,1.30%,Independent,Mahua,126,1.30
2015,10,Kundan Kumar,1598,1.10%,Sarvajan Kalyan Loktantrik Party,Mahua,126,1.10
2015,11,Mahesh Paswan,1546,1.00%,Independent,Mahua,126,1.00
2015,12,Malayam Kumar Mangalam,1271,0.90%,Rashtravadi Janata Party,Mahua,126,0.90
2015,13,Ranjeet Pandit,1134,0.80%,Communist Party Of India,Mahua,126,0.80
2015,14,Mithilesh Kumar Singh 'sathi',1086,0.70%,Sathi Aur Aapka Faisala Party,Mahua,126,0.70
2015,15,Ramnath Sahni,1054,0.70%,Independent,Mahua,126,0.70
2015,16,Harischandra Paswan,841,0.60%,Independent,Mahua,126,0.60
2015,17,Arvind Kumar,800,0.50%,Rashtriya Jankranti Party,Mahua,126,0.50
2015,18,Sarwesh Kumar,741,0.50%,Independent,Mahua,126,0.50
2015,19,Brajesh Kumar Ray,561,0.40%,Jammu & Kashmir National Panthers Party,Mahua,126,0.40
2015,20,Sujeet Kumar,517,0.40%,Independent,Mahua,126,0.40
2015,21,Prabhat Kumar,488,0.30%,Bahujan Mukti Party,Mahua,126,0.30
2015,22,Umashankar Pashwan,372,0.30%,Vanchitsamaj Insaaf Party,Mahua,126,0.30
2015,23,Ameeya Kumar Singh,356,0.20%,National Janta Party (Indian),Mahua,126,0.20
2015,24,Usha Devi,348,0.20%,Bhartiya Jagran Party,Mahua,126,0.20
2015,1,Prema Chaudhary,67548,46.10%,Rashtriya Janata Dal,Patepur,130,46.10
2015,2,Mahendra Baitha,55087,37.60%,Bharatiya Janta Party,Patepur,130,37.60
2015,3,Ratan Lal,4379,3.00%,Independent,Patepur,130,3.00
2015,4,Prem Shankar Paswan,2768,1.90%,Independent,Patepur,130,1.90
2015,5,Ram Jeenish Paswan,2374,1.60%,Independent,Patepur,130,1.60
2015,6,Ram Kripal Paswan,2011,1.40%,Bahujan Samaj Party,Patepur,130,1.40
2015,7,Shashank Kumar Anand,1486,1.00%,Aap Aur Hum Party,Patepur,130,1.00
2015,8,Upendra Kumar,1263,0.90%,Independent,Patepur,130,0.90
2015,9,Rita Devi,1066,0.70%,Independent,Patepur,130,0.70
2015,10,Prem Prakash,1060,0.70%,Samajwadi Party,Patepur,130,0.70
2015,11,Sanjeev Kumar Sanjay,1005,0.70%,Janta Dal Rashtravadi,Patepur,130,0.70
2015,12,Rajesh Paswan,725,0.50%,Communist Party Of India (Marxist-Leninist) (Liberation),Patepur,130,0.50
2015,13,Pramesh Kumar,627,0.40%,Rashtriya Jankranti Party,Patepur,130,0.40
2015,14,Reena Kumari,582,0.40%,Garib Janta Dal (Secular),Patepur,130,0.40
2015,15,Chhathu Sada,581,0.40%,Kisan Shakti Jantantrik Party,Patepur,130,0.40
2015,16,Harish Chandra Paswan,562,0.40%,Independent,Patepur,130,0.40
2015,17,Bindeshwar Ram,538,0.40%,Independent,Patepur,130,0.40
2015,18,Lakhindra Paswan,532,0.40%,Independent,Patepur,130,0.40
2015,19,Rina Ragni,510,0.40%,Bahujan Mukti Party,Patepur,130,0.40
2015,20,Anil Kumar,454,0.30%,Gareeb Aadmi Party,Patepur,130,0.30
2015,21,Ranvijay Kumar,394,0.30%,Sathi Aur Aapka Faisala Party,Patepur,130,0.30
2015,1,Maheshwar Hazari,84904,50.40%,Janata Dal (United),Kalyanpur,16,50.40
2015,2,Prince Raj,47218,28.00%,Lok Jan Shakti Party,Kalyanpur,16,28.00
2015,3,Binod Das,9098,5.40%,Independent,Kalyanpur,16,5.40
2015,4,Shankar Paswan,5627,3.30%,Independent,Kalyanpur,16,3.30
2015,5,Prem Kumar Paswan,4057,2.40%,Independent,Kalyanpur,16,2.40
2015,6,Abhay Kumar,2502,1.50%,Bahujan Samaj Party,Kalyanpur,16,1.50
2015,7,Jibachh Paswan,1766,1.10%,Communist Party Of India (Marxist-Leninist) (Liberation),Kalyanpur,16,1.10
2015,8,Ram Balak Paswan,1646,1.00%,Shiv Sena,Kalyanpur,16,1.00
2015,9,Renu Raj,1586,0.90%,Nationalist Congress Party,Kalyanpur,16,0.90
2015,10,Santosh Kumar Paswan,1554,0.90%,National Janta Party (Indian),Kalyanpur,16,0.90
2015,11,Vishuni Paswan,1014,0.60%,Jharkhand Mukti Morcha,Kalyanpur,16,0.60
2015,12,Ram Prasad Paswan,993,0.60%,Hind Congress Party,Kalyanpur,16,0.60
2015,13,Rajkishor Paswan,830,0.50%,Bahujan Mukti Party,Kalyanpur,16,0.50
2015,14,Nathuni Paswan,676,0.40%,Aap Aur Hum Party,Kalyanpur,16,0.40
2015,1,Ashok Kumar,92687,54.70%,Janata Dal (United),Warisnagar,132,54.70
2015,2,Chandrashekhar Rai,34114,20.10%,Lok Jan Shakti Party,Warisnagar,132,20.10
2015,3,B. K. Singh,9109,5.40%,Independent,Warisnagar,132,5.40
2015,4,Vijay Kumar Rai,7844,4.60%,Independent,Warisnagar,132,4.60
2015,5,Premnath Mishra,2479,1.50%,Communist Party Of India,Warisnagar,132,1.50
2015,6,Chandra Bhushan Kumar,2300,1.40%,Shiv Sena,Warisnagar,132,1.40
2015,7,Arun Kumar,1914,1.10%,Bahujan Mukti Party,Warisnagar,132,1.10
2015,8,Md. Ishakh,1599,0.90%,Bahujan Samaj Party,Warisnagar,132,0.90
2015,9,Shiv Shankar Mahto,1546,0.90%,Jharkhand Mukti Morcha,Warisnagar,132,0.90
2015,10,Ashok Prasad Verma,1539,0.90%,Jan Adhikar Party (Loktantrik),Warisnagar,132,0.90
2015,11,Digamber Kumar Ray,1334,0.80%,Garib Janta Dal (Secular),Warisnagar,132,0.80
2015,12,Manoj Kumar Singh,975,0.60%,Rashtriya Pragati Party,Warisnagar,132,0.60
2015,13,Ranvir Singh,964,0.60%,Sarvajan Kalyan Loktantrik Party,Warisnagar,132,0.60
2015,14,Arman Ahmad,882,0.50%,Rashtriya Jankranti Party,Warisnagar,132,0.50
2015,15,Basudeo Sah,757,0.50%,Bharat Nirman Party,Warisnagar,132,0.50
2015,1,Akhtarul Islam Shaheen,82508,54.60%,Rashtriya Janata Dal,Samastipur,133,54.60
2015,2,Renu Kumari,51428,34.00%,Bharatiya Janta Party,Samastipur,133,34.00
2015,3,Jitandar Chaudhary,3054,2.00%,Independent,Samastipur,133,2.00
2015,4,Surendra Prasad Singh,2361,1.60%,Communist Party Of India (Marxist-Leninist) (Liberation),Samastipur,133,1.60
2015,5,Ranjan Kishore Sharma,2131,1.40%,Independent,Samastipur,133,1.40
2015,6,Subhash Prasad Singh,1872,1.20%,Shiv Sena,Samastipur,133,1.20
2015,7,Avadhesh Kumar,1780,1.20%,Independent,Samastipur,133,1.20
2015,8,Allama Shibli Nomani Halami,1120,0.70%,Bahujan Samaj Party,Samastipur,133,0.70
2015,9,Upendra Sinha,870,0.60%,Bahujan Mukti Party,Samastipur,133,0.60
2015,10,Md. Iqbal Firoz,554,0.40%,Janta Dal Rashtravadi,Samastipur,133,0.40
2015,11,Subodh Kumar Prasad,542,0.40%,Rashtriya Pragati Party,Samastipur,133,0.40
2015,12,Poonam Devi,398,0.30%,Samajwadi Party,Samastipur,133,0.30
2015,13,Shad Ahmed,389,0.30%,Hind Congress Party,Samastipur,133,0.30
2015,14,Premjeet Kumar,381,0.30%,Akhil Bhartiya Mithila Party,Samastipur,133,0.30
2015,15,Vicky Kumar,272,0.20%,National Janta Party (Indian),Samastipur,133,0.20
2015,16,Ram Nath Prasad,258,0.20%,Garib Janta Dal (Secular),Samastipur,133,0.20
2015,17,Md. Tahir Arman,230,0.20%,Naya Daur Party,Samastipur,133,0.20
2015,1,Alok Kumar Mehta,85466,52.20%,Rashtriya Janata Dal,Ujiarpur,134,52.20
2015,2,Kumar Anant,38006,23.20%,Rashtriya Lok Samta Party,Ujiarpur,134,23.20
2015,3,Ajay Kumar,18973,11.60%,Communist Party Of India (MARXIST),Ujiarpur,134,11.60
2015,4,Vinod Kumar Ray,3727,2.30%,Independent,Ujiarpur,134,2.30
2015,5,Baiju Kumar Ray,3156,1.90%,Independent,Ujiarpur,134,1.90
2015,6,Ram Kumar Baitha,2357,1.40%,Independent,Ujiarpur,134,1.40
2015,7,Rajesh Kumar,1565,1.00%,Shiv Sena,Ujiarpur,134,1.00
2015,8,Dilip Kumar Sahani,906,0.60%,Bahujan Samaj Party,Ujiarpur,134,0.60
2015,9,Ramashraya Thakur,797,0.50%,Samajwadi Party,Ujiarpur,134,0.50
2015,10,Pawan Kumar,781,0.50%,Independent,Ujiarpur,134,0.50
2015,11,Yogendra Ray,622,0.40%,Garib Janta Dal (Secular),Ujiarpur,134,0.40
2015,12,Vivekanand Kumar,442,0.30%,Bahujan Mukti Party,Ujiarpur,134,0.30
2015,13,Kawsar Akhhtar Khaleel,428,0.30%,National Target Party,Ujiarpur,134,0.30
2015,1,Vidya Sagar Singh Nishad,59206,42.70%,Janata Dal (United),Morwa,135,42.70
2015,2,Suresh Ray,40390,29.20%,Bharatiya Janta Party,Morwa,135,29.20
2015,3,Anil Kumar Sharma,9380,6.80%,Shiv Sena,Morwa,135,6.80
2015,4,Abhay Kumar Singh,5946,4.30%,Independent,Morwa,135,4.30
2015,5,Ramprit Paswan,3328,2.40%,Communist Party Of India,Morwa,135,2.40
2015,6,Dinesh Kumar Sharma,2534,1.80%,Bahujan Samaj Party,Morwa,135,1.80
2015,7,Pranav Kumar Mishra,2365,1.70%,Independent,Morwa,135,1.70
2015,8,Sweta Kumari,1728,1.30%,Independent,Morwa,135,1.30
2015,9,Munna Sahni,1700,1.20%,Independent,Morwa,135,1.20
2015,10,Khalid Tanweer,1546,1.10%,Independent,Morwa,135,1.10
2015,11,Sudhir Kumar,1431,1.00%,Independent,Morwa,135,1.00
2015,12,Nilotpal Mrinal,1360,1.00%,Naya Daur Party,Morwa,135,1.00
2015,13,Suchitra Sinha,1138,0.80%,Samras Samaj Party,Morwa,135,0.80
2015,14,Md. Ziaur Rahman,1009,0.70%,Janta Dal Rashtravadi,Morwa,135,0.70
2015,15,Balendushekhar Mangalmurty,669,0.50%,Independent,Morwa,135,0.50
2015,16,Baby Kumari,634,0.50%,Sarvajan Kalyan Loktantrik Party,Morwa,135,0.50
2015,17,Ravi Kumar Roy,478,0.40%,Garib Janta Dal (Secular),Morwa,135,0.40
2015,18,Satyendra Kumar Ray,417,0.30%,Bahujan Mukti Party,Morwa,135,0.30
2015,1,Vijay Kumar Choudhary,81055,53.20%,Janata Dal (United),Sarairanjan,136,53.20
2015,2,Ranjeet Nirguni,47011,30.90%,Bharatiya Janta Party,Sarairanjan,136,30.90
2015,3,Lalan Kumar Ishwar,3565,2.30%,Jharkhand Mukti Morcha,Sarairanjan,136,2.30
2015,4,Rabindar Parsad Ray,3051,2.00%,Independent,Sarairanjan,136,2.00
2015,5,Ram Vilas Roy Vimal,2262,1.50%,Communist Party Of India,Sarairanjan,136,1.50
2015,6,Brajkishor Singh Chauhan,1814,1.20%,Communist Party Of India (Marxist-Leninist) (Liberation),Sarairanjan,136,1.20
2015,7,Nandkishor Sah,1492,1.00%,Loktantrik Sarvjan Samaj Party,Sarairanjan,136,1.00
2015,8,Sajan Kumar Mishra,1487,1.00%,Samajwadi Party,Sarairanjan,136,1.00
