ElectionYear,Position,Name,Votes,Vot,Party,ACname,ACNo,Voteper
2010,12,Nishant Gandhi,1216,0.90%,Nationalist Congress Party,Hajipur,123,0.90
2010,13,Shahid Jamal,1080,0.80%,Independent,Hajipur,123,0.80
2010,14,Ratnesh Kumar,1031,0.80%,Independent,Hajipur,123,0.80
2010,15,Tunna Paswan,962,0.70%,Independent,Hajipur,123,0.70
2010,16,Ravindra Rajak,915,0.70%,Independent,Hajipur,123,0.70
2010,17,Shiv Ranjan Kumar,911,0.70%,Independent,Hajipur,123,0.70
2010,18,Suresh Prasad Yadav,815,0.60%,Independent,Hajipur,123,0.60
2010,19,Kranti Kumar,620,0.50%,Samajwadi Janata Party (RASHTRIYA),Hajipur,123,0.50
2010,20,Vidya Bhushan,594,0.50%,Independent,Hajipur,123,0.50
2010,21,Kumar Vishvajeet Singh,532,0.40%,Indian Justice Party,Hajipur,123,0.40
2010,22,Baby,530,0.40%,Janata Dal (Secular),Hajipur,123,0.40
2010,23,Kirshna Kumar Thakur,446,0.30%,Independent,Hajipur,123,0.30
2010,24,Satyanarayan Rai,417,0.30%,Independent,Hajipur,123,0.30
2010,1,Annu Shukla,58210,40.80%,Janata Dal (United),Lalganj,124,40.80
2010,2,Raj Kumar Sah,34065,23.90%,Independent,Lalganj,124,23.90
2010,3,Binod Kumar Panjiyar,22771,16.00%,Lok Jan Shakti Party,Lalganj,124,16.00
2010,4,Bharat Prasad Singh,9833,6.90%,Indian National Congress,Lalganj,124,6.90
2010,5,Satyanarain Thakur,4257,3.00%,Independent,Lalganj,124,3.00
2010,6,Abhitabh Kumar Kamlesh,2835,2.00%,Independent,Lalganj,124,2.00
2010,7,Tribhuvan Rai,2512,1.80%,Independent,Lalganj,124,1.80
2010,8,Deonarayan Prasad,1628,1.10%,Bahujan Samaj Party,Lalganj,124,1.10
2010,9,Rupesh Kumar Singh,1495,1.10%,Bharat Vikas Morcha,Lalganj,124,1.10
2010,10,Chandra Mohan Chanchal,1126,0.80%,Nationalist Congress Party,Lalganj,124,0.80
2010,11,Naval Kishor Jha,904,0.60%,Samajwadi Janata Party (RASHTRIYA),Lalganj,124,0.60
2010,12,Vinod Kumar Ojha,861,0.60%,Shiv Sena,Lalganj,124,0.60
2010,13,Jainandan Rai,785,0.60%,Samajwadi Party,Lalganj,124,0.60
2010,14,Ranweer Kumar Rajan,760,0.50%,Bajjikanchal Vikas Party,Lalganj,124,0.50
2010,15,Gyanendra Kumar Singh,632,0.40%,Janata Dal (Secular),Lalganj,124,0.40
2010,1,Brishin Patel,60950,45.20%,Janata Dal (United),Vaishali,125,45.20
2010,2,Veena Shahi,48122,35.70%,Rashtriya Janata Dal,Vaishali,125,35.70
2010,3,Raj Kishor Sinha,5097,3.80%,Independent,Vaishali,125,3.80
2010,4,Krishna Kumar,3168,2.40%,Independent,Vaishali,125,2.40
2010,5,Arvind,2963,2.20%,Bahujan Samaj Party,Vaishali,125,2.20
2010,6,Md. Umar,2699,2.00%,Independent,Vaishali,125,2.00
2010,7,Singeswar Bhagat,2482,1.80%,Socialist Unity Centre Of India (COMMUNIST),Vaishali,125,1.80
2010,8,Sanjay Kumar Mishra,2472,1.80%,Indian National Congress,Vaishali,125,1.80
2010,8,Rajeev Ranjan,2472,1.80%,Loktantrik Sarvjan Samaj Party,Vaishali,125,1.80
2010,10,Anjani Sinha,1522,1.10%,Independent,Vaishali,125,1.10
2010,11,Banwari Prasad Singh,1219,0.90%,Nationalist Congress Party,Vaishali,125,0.90
2010,12,Nisa Rani,1073,0.80%,Janata Dal (Secular),Vaishali,125,0.80
2010,13,Suresh Yadav,746,0.60%,Samajwadi Party,Vaishali,125,0.60
2010,1,Ravindra Ray,46309,40.00%,Janata Dal (United),Mahua,126,40.00
2010,2,Jageshwar Ray,24384,21.10%,Rashtriya Janata Dal,Mahua,126,21.10
2010,3,Satyendra Kumar,5928,5.10%,Independent,Mahua,126,5.10
2010,4,Masudul Haque,3911,3.40%,Indian National Congress,Mahua,126,3.40
2010,5,Vinod Kumar,3623,3.10%,Independent,Mahua,126,3.10
2010,6,Md. Ali Emam,3491,3.00%,Independent,Mahua,126,3.00
2010,7,Zaigam Akhter,2969,2.60%,Independent,Mahua,126,2.60
2010,8,Prem Nath Singh,2343,2.00%,Independent,Mahua,126,2.00
2010,9,Anuj Kumar,2179,1.90%,Independent,Mahua,126,1.90
2010,10,Prabhat Kumar,1889,1.60%,Independent,Mahua,126,1.60
2010,11,Dr. Suman Kumar Sinha,1594,1.40%,Independent,Mahua,126,1.40
2010,12,Md. Shamshad Ahmad,1521,1.30%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Mahua,126,1.30
2010,13,Md. Alam,1472,1.30%,Independent,Mahua,126,1.30
2010,14,Chand Hasan,1450,1.30%,Bahujan Samaj Party,Mahua,126,1.30
2010,15,A.M. Izharul Haque,1206,1.00%,Bharatiya Momin Front,Mahua,126,1.00
2010,16,Nitish Kumar Nishad,1137,1.00%,Independent,Mahua,126,1.00
2010,17,Manjar Hussain,938,0.80%,Bharat Vikas Morcha,Mahua,126,0.80
2010,18,Uma Shankar Nirala,927,0.80%,Independent,Mahua,126,0.80
2010,19,Md. Razi Ansari,915,0.80%,Independent,Mahua,126,0.80
2010,20,Kusheshwar Singh,893,0.80%,Independent,Mahua,126,0.80
2010,21,Priya Ranjan Kumar Sinha,826,0.70%,Rastriya Samajwadi Party (Secular),Mahua,126,0.70
2010,22,Lalji Kumar Rakesh,823,0.70%,Independent,Mahua,126,0.70
2010,23,Ramesh Kumar,784,0.70%,Independent,Mahua,126,0.70
2010,24,Jayant Kumar Jaiswal,723,0.60%,Independent,Mahua,126,0.60
2010,25,Jay Narayan Sah,705,0.60%,Bajjikanchal Vikas Party,Mahua,126,0.60
2010,26,Lalit Kumar Ghosh,664,0.60%,Socialist Unity Centre Of India (COMMUNIST),Mahua,126,0.60
2010,27,Mishri Lal Ray,626,0.50%,Krantikari Samyavadi Party,Mahua,126,0.50
2010,28,Ram Babu Sah,469,0.40%,Samajwadi Janata Party (RASHTRIYA),Mahua,126,0.40
2010,29,Bhola Roy,392,0.30%,Independent,Mahua,126,0.30
2010,30,Yogendra Ram,301,0.30%,Independent,Mahua,126,0.30
2010,31,Manoj Prasad Singh,283,0.20%,Shiv Sena,Mahua,126,0.20
2010,1,Sanjay Kumar,43212,42.00%,Janata Dal (United),Raja Pakar,127,42.00
2010,2,Gaurishankar Paswan,32997,32.10%,Lok Jan Shakti Party,Raja Pakar,127,32.10
2010,3,Virchandra Paswan,4180,4.10%,Indian National Congress,Raja Pakar,127,4.10
2010,4,Dharmendra Kumar,1939,1.90%,Independent,Raja Pakar,127,1.90
2010,5,Pankaj Kumar,1872,1.80%,Independent,Raja Pakar,127,1.80
2010,6,Hari Nath Ram,1842,1.80%,Independent,Raja Pakar,127,1.80
2010,7,Mahendra Ram,1776,1.70%,Independent,Raja Pakar,127,1.70
2010,8,Ramji Bhakta,1756,1.70%,Independent,Raja Pakar,127,1.70
2010,9,Inderadev Varispuri,1727,1.70%,Nationalist Congress Party,Raja Pakar,127,1.70
2010,10,Saddu Bhagat,1482,1.40%,Independent,Raja Pakar,127,1.40
2010,11,Kumari Babita Rajak,1460,1.40%,Independent,Raja Pakar,127,1.40
2010,12,Ramesh Dash,1271,1.20%,Bahujan Samaj Party,Raja Pakar,127,1.20
2010,13,Kripa Shankar Das,1026,1.00%,Independent,Raja Pakar,127,1.00
2010,14,Akalram,1017,1.00%,Independent,Raja Pakar,127,1.00
2010,15,Ram Nath Paswan,998,1.00%,Independent,Raja Pakar,127,1.00
2010,16,Umashankar Ram,874,0.90%,Marxist Communist Party Of India (S.S.SRIVASTAVA),Raja Pakar,127,0.90
2010,17,Anil Kumar Das,864,0.80%,Janvadi Party (Socialist),Raja Pakar,127,0.80
2010,18,Deelip Kumar,742,0.70%,Independent,Raja Pakar,127,0.70
2010,19,Rita Choudhary,636,0.60%,Samajwadi Party,Raja Pakar,127,0.60
2010,20,Vishaw Vijay Kumar Vidhyarthi,462,0.50%,Janata Dal (Secular),Raja Pakar,127,0.50
2010,21,Anil Kumar,443,0.40%,Samajwadi Janata Party (RASHTRIYA),Raja Pakar,127,0.40
2010,22,Birendra Ram,383,0.40%,Independent,Raja Pakar,127,0.40
2010,1,Satish Kumar,64222,48.10%,Janata Dal (United),Raghopur,128,48.10
2010,2,Rabri Devi,51216,38.30%,Rashtriya Janata Dal,Raghopur,128,38.30
2010,3,Rijwanul Azam,3877,2.90%,Independent,Raghopur,128,2.90
2010,4,Sant Nirala,3844,2.90%,Independent,Raghopur,128,2.90
2010,5,Chandra Devi,3824,2.90%,Indian National Congress,Raghopur,128,2.90
2010,6,Sunita Devi,1841,1.40%,Bahujan Samaj Party,Raghopur,128,1.40
2010,7,Shatrughna Rai,1524,1.10%,Independent,Raghopur,128,1.10
2010,8,Om Prakash Singh,1091,0.80%,Independent,Raghopur,128,0.80
2010,9,Ram Babu Rai,775,0.60%,Independent,Raghopur,128,0.60
2010,10,Abhay Kumar Singh,718,0.50%,Vanchitsamaj Insaaf Party,Raghopur,128,0.50
2010,11,Kaushlendra Kumar Singh,709,0.50%,Independent,Raghopur,128,0.50
2010,1,Dr. Achyuatanand,29754,25.00%,Bharatiya Janta Party,Manhar,129,25.00
2010,2,Rama Kishor Singh,27265,22.90%,Lok Jan Shakti Party,Manhar,129,22.90
2010,3,Munsi Lal Rai Vill-Madhopur Gajpati,20855,17.50%,Independent,Manhar,129,17.50
2010,4,Umesh Singh Kushwaha,18397,15.50%,Independent,Manhar,129,15.50
2010,5,Raghupati Singh,4679,3.90%,Indian National Congress,Manhar,129,3.90
2010,6,Police Rai,3240,2.70%,Janata Dal (Secular),Manhar,129,2.70
2010,7,Ramjee Singh,3172,2.70%,Independent,Manhar,129,2.70
2010,8,Sudhir Paswan,3011,2.50%,Independent,Manhar,129,2.50
2010,9,Munni Devi,2087,1.80%,Independent,Manhar,129,1.80
2010,10,Vijay Kumar Singh,1127,1.00%,Bahujan Samaj Party,Manhar,129,1.00
2010,11,Ram Naresh Paswan,1112,0.90%,Independent,Manhar,129,0.90
2010,12,Umesh Singh,1092,0.90%,Independent,Manhar,129,0.90
2010,13,Brajesh Kumar Ray,1059,0.90%,Samajwadi Party,Manhar,129,0.90
2010,14,Munsi Lal Rai Vill-Lodipur Lakhraj,848,0.70%,Independent,Manhar,129,0.70
2010,15,Manoj Kumar,737,0.60%,Akhil Bharitya Mithila Party,Manhar,129,0.60
2010,16,Janardan Kumar Singh,537,0.50%,Shiv Sena,Manhar,129,0.50
2010,1,Mahendra Baitha,53762,46.80%,Bharatiya Janta Party,Patepur,130,46.80
2010,2,Prema Chaudhary,37095,32.30%,Rashtriya Janata Dal,Patepur,130,32.30
2010,3,Sanjay Paswan,4263,3.70%,Independent,Patepur,130,3.70
2010,4,Babita Devi,3946,3.40%,Indian National Congress,Patepur,130,3.40
2010,5,Shri Ram,3520,3.10%,Bahujan Samaj Party,Patepur,130,3.10
2010,6,Mahesh Ram,2453,2.10%,Samata Party,Patepur,130,2.10
2010,7,Rita Devi,2157,1.90%,Independent,Patepur,130,1.90
2010,8,Suresh Malick,2039,1.80%,Indian Justice Party,Patepur,130,1.80
2010,9,Ramesh Paswan,1585,1.40%,Independent,Patepur,130,1.40
2010,10,Tapeshwar Paswan,1207,1.10%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Patepur,130,1.10
2010,11,Baleshwar Singh Paswan,1133,1.00%,Nationalist Congress Party,Patepur,130,1.00
2010,12,Rina Kumari,1060,0.90%,Samajwadi Party,Patepur,130,0.90
2010,13,Upendra Kumar,691,0.60%,Indiya Jananayaka Katchi,Patepur,130,0.60
2010,1,Ramsewak Hazari,62124,48.20%,Janata Dal (United),Kalyanpur,16,48.20
2010,2,Bishwnath Paswan,31927,24.80%,Lok Jan Shakti Party,Kalyanpur,16,24.80
2010,3,Anita Ram,13344,10.40%,Indian National Congress,Kalyanpur,16,10.40
2010,4,Kailash Paswan,5407,4.20%,Independent,Kalyanpur,16,4.20
2010,5,Anup Lal Das,3818,3.00%,Rashtriya Pragati Party,Kalyanpur,16,3.00
2010,6,Arvind Kumar Ram,3704,2.90%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Kalyanpur,16,2.90
2010,7,Sunil Paswan,2367,1.80%,Samajwadi Janata Party (RASHTRIYA),Kalyanpur,16,1.80
2010,8,Kusheshwar Das,1925,1.50%,Bahujan Samaj Party,Kalyanpur,16,1.50
2010,9,Singheshwar Ram,1699,1.30%,Indian Justice Party,Kalyanpur,16,1.30
2010,10,Shatrudhan Kumar Paswan,1496,1.20%,Samajwadi Party,Kalyanpur,16,1.20
2010,11,Kusheshwar Mahto,1150,0.90%,Janata Dal (Secular),Kalyanpur,16,0.90
2010,1,Ashok Kumar,46245,34.00%,Janata Dal (United),Warisnagar,132,34.00
2010,2,Gajendra Prasad Singh,26745,19.60%,Rashtriya Janata Dal,Warisnagar,132,19.60
2010,3,B.K.Singh,13195,9.70%,Independent,Warisnagar,132,9.70
2010,4,Ram Vilash Mahto,8597,6.30%,Independent,Warisnagar,132,6.30
2010,5,Ram Chandra Mahto,8481,6.20%,Communist Party Of India,Warisnagar,132,6.20
2010,6,Md. Wasim Raja,7916,5.80%,Independent,Warisnagar,132,5.80
2010,7,Vijay Kumar Roy,7059,5.20%,Indian National Congress,Warisnagar,132,5.20
2010,8,Rajesh Kumar Sahni,2837,2.10%,Independent,Warisnagar,132,2.10
2010,9,Jibachh Paswan,1662,1.20%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Warisnagar,132,1.20
2010,10,Chandra Dev Roy,1612,1.20%,Socialist Party (LOHIA),Warisnagar,132,1.20
2010,11,Md. Mostak Ansari,1532,1.10%,Muslim League Kerala State Committee,Warisnagar,132,1.10
2010,12,Suresh Kumar Sahani,1525,1.10%,Independent,Warisnagar,132,1.10
2010,13,Vijay Kumar Aazad,1463,1.10%,Independent,Warisnagar,132,1.10
2010,14,Bachchu Lal Singh,1309,1.00%,Bahujan Samaj Party,Warisnagar,132,1.00
2010,15,Upendra Roy,1003,0.70%,Independent,Warisnagar,132,0.70
2010,16,Shankar Mahto,989,0.70%,Smast Bhartiya Party,Warisnagar,132,0.70
2010,17,Jai Prakash Yadav,773,0.60%,Samajwadi Party,Warisnagar,132,0.60
2010,18,Ram Kumar Sahni,700,0.50%,Janata Dal (Secular),Warisnagar,132,0.50
2010,19,Ram Chandra Mahto,686,0.50%,Indian Justice Party,Warisnagar,132,0.50
2010,20,Satish Mahto,666,0.50%,Independent,Warisnagar,132,0.50
2010,21,Ram Chandra Sahni,637,0.50%,Nationalist Congress Party,Warisnagar,132,0.50
2010,22,Viajy Paswan,545,0.40%,Independent,Warisnagar,132,0.40
2010,1,Akhtarul Islam Sahin,42852,36.70%,Rashtriya Janata Dal,Samastipur,133,36.70
2010,2,Ramnath Thakur,41025,35.10%,Janata Dal (United),Samastipur,133,35.10
2010,3,Tarun Kumar,10938,9.40%,Indian National Congress,Samastipur,133,9.40
2010,4,Dinesh Kumar Rai,8028,6.90%,Shiv Sena,Samastipur,133,6.90
2010,5,Saroj Kumar Sinha,2975,2.60%,Independent,Samastipur,133,2.60
2010,6,Tribhuwan Sah,2579,2.20%,Independent,Samastipur,133,2.20
2010,7,Pramila Rai,2127,1.80%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Samastipur,133,1.80
2010,8,Virendra Kumar,1454,1.20%,Samajwadi Janata Party (RASHTRIYA),Samastipur,133,1.20
2010,9,Dinesh Kumar Sharma,979,0.80%,Bahujan Samaj Party,Samastipur,133,0.80
2010,10,Arun Kumar Singh,956,0.80%,Nationalist Congress Party,Samastipur,133,0.80
2010,11,Ishrat Jahan,726,0.60%,Loktantrik Sarvjan Samaj Party,Samastipur,133,0.60
2010,12,Jai Shankar Rai,711,0.60%,Independent,Samastipur,133,0.60
2010,13,Prithwi Raj Bhagat,663,0.60%,Janata Dal (Secular),Samastipur,133,0.60
2010,14,Upendra Singh,416,0.40%,Rashtriya Pragati Party,Samastipur,133,0.40
2010,15,Krishna Gopal Sharma,380,0.30%,Samajwadi Party,Samastipur,133,0.30
2010,1,Durga Prasad Singh,42791,32.70%,Rashtriya Janata Dal,Ujiarpur,134,32.70
2010,2,Ram Lakhan Mahto,29760,22.80%,Janata Dal (United),Ujiarpur,134,22.80
2010,3,Ajay Kumar,19145,14.60%,Communist Party Of India (MARXIST),Ujiarpur,134,14.60
2010,4,Prashant Sagar,11160,8.50%,Indian National Congress,Ujiarpur,134,8.50
2010,5,Ram Vilash Choudhary,8777,6.70%,Shiv Sena,Ujiarpur,134,6.70
2010,6,Ram Udar Choudhary,5133,3.90%,Independent,Ujiarpur,134,3.90
2010,7,Phool Babu Singh,3624,2.80%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Ujiarpur,134,2.80
2010,8,Valmiki Prasad Singh,3142,2.40%,Independent,Ujiarpur,134,2.40
2010,9,Dinesh Das,2183,1.70%,Independent,Ujiarpur,134,1.70
2010,10,Ramkaran Paswan,1713,1.30%,Independent,Ujiarpur,134,1.30
2010,11,Ram Kumar Singh,1257,1.00%,Bahujan Samaj Party,Ujiarpur,134,1.00
2010,12,Baidyanath Choudhary,1223,0.90%,Independent,Ujiarpur,134,0.90
2010,13,Nanhaki Sahani,892,0.70%,Independent,Ujiarpur,134,0.70
2010,1,Baidhnath Sahani,40271,38.40%,Janata Dal (United),Morwa,135,38.40
2010,2,Ashok Singh,33421,31.80%,Rashtriya Janata Dal,Morwa,135,31.80
2010,3,Nagmani,6995,6.70%,Indian National Congress,Morwa,135,6.70
2010,4,Rajiv Ranjan,5668,5.40%,Shiv Sena,Morwa,135,5.40
2010,5,Bhupendra Prasad,3094,3.00%,Independent,Morwa,135,3.00
2010,6,Manoj Kumar Rai,2897,2.80%,Independent,Morwa,135,2.80
2010,7,Arjun Sahani,1989,1.90%,Independent,Morwa,135,1.90
2010,8,Dinesh Rai,1425,1.40%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Morwa,135,1.40
2010,9,Shweta Kumari,1313,1.30%,Independent,Morwa,135,1.30
2010,10,Wakil Chaudhary,1122,1.10%,Jai Maha Bharath Party,Morwa,135,1.10
2010,11,Mahmad Muslam,970,0.90%,Samajwadi Janata Party (RASHTRIYA),Morwa,135,0.90
2010,12,Prashant Kumar,952,0.90%,Loktantrik Samata Dal,Morwa,135,0.90
2010,13,Shishir Kumar,881,0.80%,Nationalist Congress Party,Morwa,135,0.80
2010,14,Dilip Kumar Thakur,762,0.70%,Independent,Morwa,135,0.70
2010,15,Sanjay Kumar Singh,742,0.70%,Rashtriya Pragati Party,Morwa,135,0.70
2010,16,Mohan Paul,655,0.60%,Independent,Morwa,135,0.60
2010,17,Ram Yatan Roy,609,0.60%,Samajwadi Party,Morwa,135,0.60
2010,18,Santosh Kumar,605,0.60%,Bahujan Samaj Party,Morwa,135,0.60
2010,19,Chandreshwar Pandey,599,0.60%,Loktantrik Sarvjan Samaj Party,Morwa,135,0.60
2010,1,Vijay Kumar Chaudhary,53946,45.40%,Janata Dal (United),Sarairanjan,136,45.40
2010,2,Ramashraya Sahni,36389,30.70%,Rashtriya Janata Dal,Sarairanjan,136,30.70
2010,3,Abhash Kumar Jha,8652,7.30%,Indian National Congress,Sarairanjan,136,7.30
2010,4,Ram Wawu Chaurasia,4486,3.80%,Independent,Sarairanjan,136,3.80
2010,5,Ram Vilas Roy Vimal,3520,3.00%,Communist Party Of India,Sarairanjan,136,3.00
2010,6,Gopal Prasad Verma,3328,2.80%,Independent,Sarairanjan,136,2.80
2010,7,Ram Pramod Mishra,2954,2.50%,Loktantrik Sarvjan Samaj Party,Sarairanjan,136,2.50
2010,8,Kailash Sah,2430,2.10%,Samajwadi Party,Sarairanjan,136,2.10
2010,9,Santosh Kumar Jha,2090,1.80%,Janata Dal (Secular),Sarairanjan,136,1.80
2010,10,Ram Nath Prasad,913,0.80%,Bahujan Samaj Party,Sarairanjan,136,0.80
2010,1,Rana Gangeshwar Singh,51756,49.20%,Bharatiya Janta Party,Mohiuddinnagar,137,49.20
2010,2,Ajay Kumar Bulganin,37405,35.60%,Rashtriya Janata Dal,Mohiuddinnagar,137,35.60
2010,3,Virendra Kumar Ajay,3806,3.60%,Independent,Mohiuddinnagar,137,3.60
2010,4,Ram Chandra Roy,3511,3.30%,Independent,Mohiuddinnagar,137,3.30
2010,5,Radhakrishna Sah,2465,2.40%,Independent,Mohiuddinnagar,137,2.40
2010,6,Sidharth Kshatriya,2076,2.00%,Indian National Congress,Mohiuddinnagar,137,2.00
2010,7,Jay Mangal Ray,1446,1.40%,Bahujan Samaj Party,Mohiuddinnagar,137,1.40
2010,8,Ram Niwas Roy,756,0.70%,Janata Dal (Secular),Mohiuddinnagar,137,0.70
2010,9,Anita Devi,679,0.70%,Independent,Mohiuddinnagar,137,0.70
2010,10,Manoj Kumar Roy,622,0.60%,Samajwadi Party,Mohiuddinnagar,137,0.60
2010,11,Fani Bhushan Yadav,580,0.60%,Bharat Vikas Morcha,Mohiuddinnagar,137,0.60
2010,1,Ram Balak Singh,46469,38.30%,Janata Dal (United),Bibhutpur,138,38.30
2010,2,Ramdeo Verma,34168,28.20%,Communist Party Of India (MARXIST),Bibhutpur,138,28.20
2010,3,Ramesh Kumar Roy,23422,19.30%,Lok Jan Shakti Party,Bibhutpur,138,19.30
2010,4,Bholasah,7093,5.90%,Shiv Sena,Bibhutpur,138,5.90
2010,5,Ram Bilas Mahto,2984,2.50%,Indian National Congress,Bibhutpur,138,2.50
2010,6,Ram Naresh Yadav,2827,2.30%,Independent,Bibhutpur,138,2.30
2010,7,Alok Kumar,2033,1.70%,Nationalist Congress Party,Bibhutpur,138,1.70
2010,8,Subodh Kr. Rai,1196,1.00%,Samajwadi Party,Bibhutpur,138,1.00
2010,9,Mohammad Kyamuddin,1139,0.90%,Bahujan Samaj Party,Bibhutpur,138,0.90
2010,1,Manju Hajari,57930,45.30%,Bharatiya Janta Party,Rosera,139,45.30
2010,2,Pitamber Paswan,45811,35.80%,Rashtriya Janata Dal,Rosera,139,35.80
2010,3,Sarita Devi,13914,10.90%,Indian National Congress,Rosera,139,10.90
2010,4,Suresh Ram,4369,3.40%,Rashtriya Pragati Party,Rosera,139,3.40
2010,5,Bibha Devi,3011,2.40%,Bahujan Samaj Party,Rosera,139,2.40
2010,6,Aashish Kumar Paras,2873,2.30%,Indian Justice Party,Rosera,139,2.30
2010,1,Raj Kumar Ray,36767,31.50%,Janata Dal (United),Hasanpur,140,31.50
2010,2,Sunil Kumar Puspam,33476,28.70%,Rashtriya Janata Dal,Hasanpur,140,28.70
2010,3,Arjun Prasad Yadav,11479,9.80%,Independent,Hasanpur,140,9.80
2010,4,Raj Kumar Yadav,9995,8.60%,Shiv Sena,Hasanpur,140,8.60
2010,5,Raghuwansh Mukhiya,9345,8.00%,Communist Party Of India (MARXIST),Hasanpur,140,8.00
2010,6,Md Arif Raza,8819,7.60%,Indian National Congress,Hasanpur,140,7.60
2010,7,Sita Ram Pandit,1810,1.60%,Indian Justice Party,Hasanpur,140,1.60
2010,8,Parmanand Sahu,1690,1.50%,Akhand Bharat Samaj Party,Hasanpur,140,1.50
2010,9,Ravindra Kumar Gupta,1349,1.20%,Loktantrik Sarvjan Samaj Party,Hasanpur,140,1.20
2010,10,Anil Das,1217,1.00%,Independent,Hasanpur,140,1.00
2010,11,Bachcha Babu Yadav,746,0.60%,Bahujan Samaj Party,Hasanpur,140,0.60
2010,1,Kumari Manju Verma,32807,28.70%,Janata Dal (United),Cheria Bariarpur,141,28.70
2010,2,Anil Kumar Chaudhary,31746,27.80%,Lok Jan Shakti Party,Cheria Bariarpur,141,27.80
2010,3,Sudarshan Singh,14581,12.80%,Independent,Cheria Bariarpur,141,12.80
2010,4,Usha Sahni,13450,11.80%,Communist Party Of India,Cheria Bariarpur,141,11.80
2010,5,Chunchun Kumar,7071,6.20%,Jharkhand Mukti Morcha,Cheria Bariarpur,141,6.20
2010,6,Ram Pravesh Mahto,6116,5.40%,Indian National Congress,Cheria Bariarpur,141,5.40
2010,7,Radha Krishna Singh,3508,3.10%,Independent,Cheria Bariarpur,141,3.10
2010,8,Shahid Akhtar,1635,1.40%,Samajwadi Party,Cheria Bariarpur,141,1.40
2010,9,Upendra Mahto,1368,1.20%,Shiv Sena,Cheria Bariarpur,141,1.20
2010,10,Ramashray Mahto,1111,1.00%,Indian Justice Party,Cheria Bariarpur,141,1.00
2010,11,Hare Krishna Mahto,809,0.70%,Bahujan Samaj Party,Cheria Bariarpur,141,0.70
2010,1,Abdhesh Kumar Rai,33770,26.00%,Communist Party Of India,Bachhwara,142,26.00
2010,2,Arvind Kumar Singh,21683,16.70%,Independent,Bachhwara,142,16.70
2010,3,Meena Devi,19301,14.90%,Lok Jan Shakti Party,Bachhwara,142,14.90
2010,4,Ram Deo Rai,19080,14.70%,Indian National Congress,Bachhwara,142,14.70
2010,5,Vandana Singh,15241,11.70%,Bharatiya Janta Party,Bachhwara,142,11.70
2010,6,Jagjit Jha,4653,3.60%,Independent,Bachhwara,142,3.60
2010,7,Kundan Singh,3014,2.30%,Independent,Bachhwara,142,2.30
2010,8,Parphull Kumar,2247,1.70%,Independent,Bachhwara,142,1.70
2010,9,Rajesh Priyam,2050,1.60%,Vanchitsamaj Insaaf Party,Bachhwara,142,1.60
2010,10,Asharphi Prasad Mehta,1712,1.30%,Bahujan Samaj Party,Bachhwara,142,1.30
2010,11,Ranjit Paswan,1415,1.10%,Independent,Bachhwara,142,1.10
2010,12,Sunil Kumar Sushant,1104,0.90%,Shiv Sena,Bachhwara,142,0.90
2010,13,Amresh Kumar Rai,931,0.70%,Samajwadi Janata Party (RASHTRIYA),Bachhwara,142,0.70
2010,14,Ramshankar Singh,898,0.70%,Independent,Bachhwara,142,0.70
2010,15,Mohammad Moein Ansari,802,0.60%,Jharkhand Mukti Morcha,Bachhwara,142,0.60
2010,16,Orsheel Paswan,783,0.60%,Nationalist Congress Party,Bachhwara,142,0.60
2010,17,Puneet Singh,743,0.60%,Independent,Bachhwara,142,0.60
2010,18,Rajneesh Kumar Mukhiya,511,0.40%,Samajwadi Party,Bachhwara,142,0.40
2010,1,Lalan Ku.,38694,31.40%,Bharatiya Janta Party,Teghra,143,31.40
2010,2,Ram Ratan Singh,32848,26.60%,Communist Party Of India,Teghra,143,26.60
2010,3,Jamshaid Ashraf,21581,17.50%,Indian National Congress,Teghra,143,17.50
2010,4,Pradip Ray,19767,16.00%,Lok Jan Shakti Party,Teghra,143,16.00
2010,5,Shri Ram Roy,3108,2.50%,Independent,Teghra,143,2.50
2010,6,Ramesh Poddar,1947,1.60%,Independent,Teghra,143,1.60
2010,7,Manzoor Alam,1854,1.50%,Independent,Teghra,143,1.50
2010,8,Anil Kumar,1784,1.50%,Independent,Teghra,143,1.50
2010,9,Indu Devi,1754,1.40%,Independent,Teghra,143,1.40
2010,1,Narendra Kumar Singh Urf Bogo Singh,60530,40.50%,Janata Dal (United),Matihani,144,40.50
2010,2,Abhay Kumar Sarjan,36702,24.60%,Indian National Congress,Matihani,144,24.60
2010,3,Sarvesh Kumar,16667,11.20%,Independent,Matihani,144,11.20
2010,4,Vidya Rani,13440,9.00%,Lok Jan Shakti Party,Matihani,144,9.00
2010,5,Ravindra Prasad Singh,13110,8.80%,Communist Party Of India,Matihani,144,8.80
2010,6,Md. Ahtashamul Haq Ansari,2712,1.80%,Bahujan Samaj Party,Matihani,144,1.80
2010,7,Amit Kumar Singh,2179,1.50%,Loktantrik Sarvjan Samaj Party,Matihani,144,1.50
2010,8,Sanjay Kumar,1696,1.10%,Indian Justice Party,Matihani,144,1.10
